"No","種類","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","間取り","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時点","改装","取引の事情等"
1,"宅地(土地と建物)","住宅地","23101","愛知県","名古屋市千種区","青柳町","吹上(愛知)","5",80000000,"","","160",,"長方形","7.2","180","平成27年","木造","共同住宅","住宅","東","市道",4.2,"第１種住居地域",60,200,"2020年第３四半期","",""
2,"宅地(土地と建物)","住宅地","23101","愛知県","名古屋市千種区","青柳町","吹上(愛知)","4",43000000,"","","110",,"長方形","5.7","100","令和2年","木造","住宅","住宅","北","市道",4.2,"第１種住居地域",60,200,"2020年第３四半期","",""
3,"宅地(土地と建物)","住宅地","23101","愛知県","名古屋市千種区","赤坂町","自由ケ丘(愛知)","16",37000000,"","","95",,"ほぼ長方形","10.0","95","令和2年","木造","住宅","","東","市道",6.3,"第１種住居地域",60,200,"2020年第３四半期","",""
4,"宅地(土地と建物)","住宅地","23101","愛知県","名古屋市千種区","赤坂町","茶屋ケ坂","9",36000000,"","","90",,"ほぼ長方形","6.8","85","平成2年","木造","住宅","住宅","南東","市道",7.2,"第１種低層住居専用地域",50,150,"2020年第３四半期","",""
5,"宅地(土地と建物)","住宅地","23101","愛知県","名古屋市千種区","赤坂町","茶屋ケ坂","6",45000000,"","","110",,"長方形","6.6","100","令和2年","木造","住宅","住宅","北","市道",6.3,"第１種低層住居専用地域",50,150,"2020年第３四半期","",""
6,"宅地(土地と建物)","住宅地","23101","愛知県","名古屋市千種区","赤坂町","茶屋ケ坂","12",35000000,"","","60",,"長方形","5.6","100","令和2年","木造","住宅","住宅","東","市道",6.3,"第１種住居地域",60,200,"2020年第３四半期","",""
7,"宅地(土地と建物)","住宅地","23101","愛知県","名古屋市千種区","赤坂町","茶屋ケ坂","7",58000000,"","","135",,"ほぼ長方形","6.2","110","令和3年","木造","住宅","","南","市道",6.3,"第１種低層住居専用地域",50,150,"2020年第３四半期","",""
8,"宅地(土地と建物)","住宅地","23101","愛知県","名古屋市千種区","池上町","自由ケ丘(愛知)","12",74000000,"","","190",,"ほぼ長方形","17.0","145","平成18年","ＲＣ","住宅","住宅","南","市道",3.8,"第１種低層住居専用地域",40,100,"2020年第３四半期","",""
9,"中古マンション等","","23101","愛知県","名古屋市千種区","池下","池下","4",9800000,"","オープンフロア","45",,"","","","昭和48年","ＳＲＣ","","店舗","","",,"商業地域",80,500,"2020年第３四半期","改装済",""
10,"中古マンション等","","23101","愛知県","名古屋市千種区","猪高町大字猪子石","茶屋ケ坂","7",3300000,"","２ＤＫ","45",,"","","","","","","住宅","","",,"準工業地域",60,200,"2020年第３四半期","未改装",""
11,"中古マンション等","","23101","愛知県","名古屋市千種区","猪高町大字猪子石","茶屋ケ坂","8",39000000,"","３ＬＤＫ","75",,"","","","平成28年","ＲＣ","","住宅","","",,"近隣商業地域",80,300,"2020年第３四半期","未改装",""
12,"中古マンション等","","23101","愛知県","名古屋市千種区","今池","今池(愛知)","2",19000000,"","１Ｋ","25",,"","","","平成26年","","","住宅","","",,"商業地域",80,500,"2020年第３四半期","改装済",""
13,"中古マンション等","","23101","愛知県","名古屋市千種区","今池","今池(愛知)","2",12000000,"","１Ｋ","20",,"","","","平成22年","ＲＣ","","住宅","","",,"商業地域",80,400,"2020年第３四半期","未改装",""
14,"宅地(土地と建物)","住宅地","23101","愛知県","名古屋市千種区","今池南","今池(愛知)","7",48000000,"","","90",,"長方形","5.0","110","平成31年","木造","住宅","住宅","北","市道",7.9,"商業地域",80,400,"2020年第３四半期","",""
15,"宅地(土地と建物)","商業地","23101","愛知県","名古屋市千種区","今池南","今池(愛知)","6",220000000,"","","770",,"長方形","19.8","95","平成13年","鉄骨造","事務所","事務所","南","市道",7.8,"近隣商業地域",80,200,"2020年第３四半期","",""
16,"宅地(土地と建物)","住宅地","23101","愛知県","名古屋市千種区","上野","池下","15",37000000,"","","65",,"台形","10.2","95","令和2年","木造","住宅","住宅","南東","市道",5.4,"近隣商業地域",80,200,"2020年第３四半期","",""
17,"中古マンション等","","23101","愛知県","名古屋市千種区","内山","今池(愛知)","4",2600000,"","１Ｋ","15",,"","","","昭和61年","ＲＣ","","住宅","","",,"近隣商業地域",80,300,"2020年第３四半期","未改装",""
18,"中古マンション等","","23101","愛知県","名古屋市千種区","覚王山通","覚王山","4",14000000,"","３ＬＤＫ","70",,"","","","昭和49年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,500,"2020年第３四半期","未改装",""
19,"中古マンション等","","23101","愛知県","名古屋市千種区","覚王山通","覚王山","1",22000000,"","２ＬＤＫ","65",,"","","","昭和62年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,500,"2020年第３四半期","未改装",""
20,"中古マンション等","","23101","愛知県","名古屋市千種区","覚王山通","覚王山","1",23000000,"","３ＬＤＫ","65",,"","","","昭和62年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,500,"2020年第３四半期","未改装",""
21,"中古マンション等","","23101","愛知県","名古屋市千種区","鹿子殿","自由ケ丘(愛知)","12",5000000,"","３ＤＫ","60",,"","","","昭和47年","ＳＲＣ","住宅","住宅","","",,"第２種住居地域",60,200,"2020年第３四半期","未改装",""
22,"宅地(土地)","商業地","23101","愛知県","名古屋市千種区","萱場","ナゴヤドーム前矢田","12",25000000,"840000","","100",250000,"ほぼ長方形","8.5","","","","","住宅","南","県道",30.0,"近隣商業地域",80,300,"2020年第３四半期","",""
23,"中古マンション等","","23101","愛知県","名古屋市千種区","萱場","ナゴヤドーム前矢田","10",18000000,"","３ＬＤＫ","70",,"","","","平成12年","ＳＲＣ","住宅","","","",,"準工業地域",60,200,"2020年第３四半期","未改装",""
24,"中古マンション等","","23101","愛知県","名古屋市千種区","唐山町","東山公園(愛知)","4",48000000,"","３ＬＤＫ","85",,"","","","平成23年","ＲＣ","","住宅","","",,"第１種低層住居専用地域",50,100,"2020年第３四半期","未改装",""
25,"宅地(土地)","住宅地","23101","愛知県","名古屋市千種区","神田町","今池(愛知)","10",34000000,"1100000","","100",350000,"ほぼ長方形","5.7","","","","","住宅","北","市道",6.0,"第１種住居地域",60,200,"2020年第３四半期","",""
26,"宅地(土地と建物)","住宅地","23101","愛知県","名古屋市千種区","神田町","今池(愛知)","11",56000000,"","","200",,"ほぼ長方形","15.0","155","平成16年","軽量鉄骨造","共同住宅","住宅","東","市道",5.9,"第１種住居地域",60,200,"2020年第３四半期","",""
27,"宅地(土地と建物)","住宅地","23101","愛知県","名古屋市千種区","神田町","今池(愛知)","9",41000000,"","","90",,"長方形","5.0","90","令和2年","木造","住宅","住宅","西","市道",8.0,"第１種住居地域",60,200,"2020年第３四半期","",""
28,"中古マンション等","","23101","愛知県","名古屋市千種区","神田町","今池(愛知)","7",10000000,"","３ＤＫ","65",,"","","","昭和48年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,400,"2020年第３四半期","改装済",""
29,"宅地(土地)","住宅地","23101","愛知県","名古屋市千種区","菊坂町","池下","5",44000000,"1000000","","145",300000,"長方形","10.6","","","","","住宅","南東","市道",5.4,"第１種住居地域",60,200,"2020年第３四半期","",""
30,"中古マンション等","","23101","愛知県","名古屋市千種区","菊坂町","覚王山","4",34000000,"","３ＬＤＫ","75",,"","","","平成6年","ＳＲＣ","","住宅","","",,"商業地域",80,500,"2020年第３四半期","未改装",""
31,"宅地(土地と建物)","商業地","23101","愛知県","名古屋市千種区","北千種","池下","15",20000000,"","","95",,"ほぼ長方形","9.3","165","昭和40年","鉄骨造","共同住宅、事務所、店舗","住宅","南","市道",15.0,"近隣商業地域",80,200,"2020年第３四半期","",""
32,"宅地(土地と建物)","住宅地","23101","愛知県","名古屋市千種区","希望ケ丘","自由ケ丘(愛知)","11",83000000,"","","165",,"ほぼ長方形","11.3","120","平成31年","軽量鉄骨造","住宅","住宅","北","市道",12.0,"第１種低層住居専用地域",40,100,"2020年第３四半期","",""
33,"宅地(土地)","商業地","23101","愛知県","名古屋市千種区","京命","茶屋ケ坂","25",23000000,"260000","","300",77000,"長方形","9.0","","","","","","南","市道",15.9,"第２種住居地域",60,200,"2020年第３四半期","",""
34,"中古マンション等","","23101","愛知県","名古屋市千種区","京命","茶屋ケ坂","28",24000000,"","４ＬＤＫ","90",,"","","","平成18年","ＲＣ","住宅","住宅","","",,"第２種中高層住居専用地域",60,150,"2020年第３四半期","",""
35,"中古マンション等","","23101","愛知県","名古屋市千種区","清住町","東山公園(愛知)","5",9700000,"","２ＤＫ","65",,"","","","昭和45年","ＲＣ","","住宅","","",,"第２種中高層住居専用地域",60,200,"2020年第３四半期","改装済",""
36,"中古マンション等","","23101","愛知県","名古屋市千種区","清住町","東山公園(愛知)","6",31000000,"","２ＬＤＫ","70",,"","","","平成13年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",50,150,"2020年第３四半期","未改装",""
37,"中古マンション等","","23101","愛知県","名古屋市千種区","向陽町","池下","9",40000000,"","４ＬＤＫ","95",,"","","","平成12年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2020年第３四半期","未改装",""
38,"宅地(土地)","住宅地","23101","愛知県","名古屋市千種区","向陽町","覚王山","8",62000000,"1200000","","170",370000,"ほぼ長方形","10.4","","","","","住宅","北","市道",5.4,"第１種中高層住居専用地域",60,200,"2020年第３四半期","",""
39,"中古マンション等","","23101","愛知県","名古屋市千種区","向陽町","覚王山","10",50000000,"","３ＬＤＫ","85",,"","","","平成26年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2020年第３四半期","未改装",""
40,"中古マンション等","","23101","愛知県","名古屋市千種区","古出来","今池(愛知)","19",29000000,"","３ＬＤＫ","70",,"","","","平成27年","","","住宅","","",,"商業地域",80,400,"2020年第３四半期","",""
41,"宅地(土地と建物)","住宅地","23101","愛知県","名古屋市千種区","小松町","吹上(愛知)","6",43000000,"","","75",,"ほぼ長方形","6.8","95","令和2年","木造","住宅","住宅","東","市道",7.8,"近隣商業地域",80,200,"2020年第３四半期","",""
42,"宅地(土地と建物)","住宅地","23101","愛知県","名古屋市千種区","小松町","吹上(愛知)","4",42000000,"","","95",,"長方形","6.0","110","令和2年","木造","住宅","住宅","北","市道",3.3,"第１種住居地域",60,200,"2020年第３四半期","",""
43,"宅地(土地と建物)","住宅地","23101","愛知県","名古屋市千種区","小松町","吹上(愛知)","6",38000000,"","","70",,"長方形","5.1","90","令和2年","木造","住宅","住宅","南","市道",3.3,"近隣商業地域",80,200,"2020年第３四半期","","私道を含む取引"
44,"中古マンション等","","23101","愛知県","名古屋市千種区","小松町","吹上(愛知)","3",42000000,"","３ＬＤＫ","85",,"","","","平成18年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,200,"2020年第３四半期","未改装",""
45,"中古マンション等","","23101","愛知県","名古屋市千種区","桜が丘","星ケ丘(愛知)","7",34000000,"","３ＬＤＫ","75",,"","","","平成14年","ＲＣ","住宅","","","",,"近隣商業地域",80,300,"2020年第３四半期","改装済",""
46,"中古マンション等","","23101","愛知県","名古屋市千種区","桜が丘","星ケ丘(愛知)","11",28000000,"","３ＬＤＫ","75",,"","","","平成27年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,200,"2020年第３四半期","未改装",""
47,"中古マンション等","","23101","愛知県","名古屋市千種区","山門町","覚王山","2",37000000,"","３ＬＤＫ","90",,"","","","昭和59年","ＲＣ","","住宅","","",,"第１種住居地域",60,200,"2020年第３四半期","改装済",""
48,"宅地(土地)","住宅地","23101","愛知県","名古屋市千種区","自由ケ丘","自由ケ丘(愛知)","10",36000000,"380000","","310",120000,"台形","12.4","","","","","","南","私道",3.6,"第１種低層住居専用地域",40,100,"2020年第３四半期","",""
49,"宅地(土地と建物)","商業地","23101","愛知県","名古屋市千種区","松軒","今池(愛知)","13",31000000,"","","110",,"長方形","7.2","195","昭和51年","鉄骨造","住宅、倉庫","事務所","南","市道",14.9,"第２種住居地域",60,200,"2020年第３四半期","",""
50,"中古マンション等","","23101","愛知県","名古屋市千種区","汁谷町","茶屋ケ坂","13",3300000,"","３ＬＤＫ","70",,"","","","","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,200,"2020年第３四半期","未改装",""
51,"宅地(土地)","住宅地","23101","愛知県","名古屋市千種区","城木町","吹上(愛知)","9",44000000,"840000","","170",260000,"ほぼ長方形","9.0","","","","","住宅","北","市道",7.2,"第２種中高層住居専用地域",60,200,"2020年第３四半期","",""
52,"中古マンション等","","23101","愛知県","名古屋市千種区","新池町","東山公園(愛知)","5",26000000,"","１ＬＤＫ","85",,"","","","昭和48年","ＲＣ","住宅","住宅","","",,"第２種中高層住居専用地域",60,200,"2020年第３四半期","未改装",""
53,"中古マンション等","","23101","愛知県","名古屋市千種区","新池町","東山公園(愛知)","2",72000000,"","３ＬＤＫ","115",,"","","","平成12年","ＲＣ","","住宅","","",,"第２種中高層住居専用地域",60,200,"2020年第３四半期","未改装",""
