"No","種類","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","間取り","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時点","改装","取引の事情等"
1,"宅地(土地)","住宅地","23101","愛知県","名古屋市千種区","赤坂町","茶屋ケ坂","8",36000000,"960000","","120",290000,"ほぼ整形","10.0","","","","","住宅","南東","市道",7.3,"第１種低層住居専用地域",50,150,"2020年第４四半期","",""
2,"宅地(土地と建物)","住宅地","23101","愛知県","名古屋市千種区","赤坂町","茶屋ケ坂","12",54000000,"","","135",,"ほぼ長方形","7.0","105","令和2年","木造","住宅","住宅","北","市道",7.3,"第１種住居地域",60,200,"2020年第４四半期","",""
3,"宅地(土地)","住宅地","23101","愛知県","名古屋市千種区","赤坂町","茶屋ケ坂","6",50000000,"910000","","180",280000,"長方形","11.0","","","","","住宅","西","市道",7.3,"第１種低層住居専用地域",50,150,"2020年第４四半期","",""
4,"宅地(土地と建物)","住宅地","23101","愛知県","名古屋市千種区","赤坂町","茶屋ケ坂","8",59000000,"","","135",,"長方形","6.2","105","","","","住宅","南","市道",6.3,"第１種低層住居専用地域",50,150,"2020年第４四半期","",""
5,"中古マンション等","","23101","愛知県","名古屋市千種区","揚羽町","茶屋ケ坂","3",20000000,"","３ＬＤＫ","75",,"","","","昭和60年","ＲＣ","","住宅","","",,"第１種中高層住居専用地域",50,150,"2020年第４四半期","改装済",""
6,"宅地(土地)","住宅地","23101","愛知県","名古屋市千種区","朝岡町","本山(愛知)","5",65000000,"1400000","","160",410000,"ほぼ長方形","6.6","","","","","住宅","南西","市道",5.7,"第１種中高層住居専用地域",50,150,"2020年第４四半期","",""
7,"中古マンション等","","23101","愛知県","名古屋市千種区","池上町","自由ケ丘(愛知)","12",13000000,"","４ＬＤＫ","85",,"","","","昭和62年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,200,"2020年第４四半期","未改装",""
8,"宅地(土地)","住宅地","23101","愛知県","名古屋市千種区","池上町","本山(愛知)","14",42000000,"1000000","","130",320000,"長方形","9.6","","","","","住宅","北西","市道",5.4,"第１種低層住居専用地域",40,100,"2020年第４四半期","",""
9,"宅地(土地)","住宅地","23101","愛知県","名古屋市千種区","池上町","本山(愛知)","13",71000000,"710000","","330",210000,"ほぼ長方形","12.0","","","","","住宅","南西","市道",3.6,"第１種低層住居専用地域",40,100,"2020年第４四半期","",""
10,"宅地(土地と建物)","商業地","23101","愛知県","名古屋市千種区","池下","池下","2",1100000000,"","","340",,"ほぼ長方形","11.0","1800","令和3年","ＲＣ","共同住宅、店舗","住宅","南西","県道",29.9,"商業地域",80,500,"2020年第４四半期","",""
11,"宅地(土地と建物)","住宅地","23101","愛知県","名古屋市千種区","池園町","本山(愛知)","5",50000000,"","","230",,"長方形","11.0","240","昭和48年","ＲＣ","住宅","住宅","西","市道",6.9,"第１種住居地域",60,200,"2020年第４四半期","",""
12,"中古マンション等","","23101","愛知県","名古屋市千種区","池園町","本山(愛知)","5",2600000,"","","15",,"","","","昭和60年","ＲＣ","","住宅","","",,"第１種住居地域",60,200,"2020年第４四半期","未改装",""
13,"宅地(土地と建物)","商業地","23101","愛知県","名古屋市千種区","井上町","星ケ丘(愛知)","1",550000000,"","","930",,"不整形","31.5","530","平成9年","鉄骨造","倉庫、店舗","店舗","南東","県道",39.7,"商業地域",80,400,"2020年第４四半期","",""
14,"中古マンション等","","23101","愛知県","名古屋市千種区","今池","今池(愛知)","1",13000000,"","１Ｋ","20",,"","","","平成21年","ＲＣ","住宅","住宅","","",,"商業地域",80,600,"2020年第４四半期","未改装",""
